"","spcode","treatment","nfixer","pred_rgr","pred_d13c","pred_d15n","pred_total_biomass_2","pred_above_biomass_2","pred_below_biomass_exp","pred_amax_exp","pred_wue_exp","pred_pnue_exp"
"30","hc","plus_nutrients","nonfixer",0.00457057697113332,-28.8092517804739,0.849215657626606,11.2766496341644,6.14523518851596,4.97489496637728,7.10268518459135,2.9147640073599,43.5473579605904
"31","hc","plus_nutrients","nonfixer",0.00489644664167925,-28.8365961462048,0.779106515411429,11.0805917368689,6.03439627373803,4.90138911234476,7.17945864820881,2.92258087674811,43.888201343534
"32","sg","no_additions","nonfixer",0.00216786545301865,-29.597096956158,2.48270246381606,4.47865419765086,2.81141473922896,1.742660953442,3.85643595516322,2.5701768373809,45.8271439446902
"33","sg","no_additions","nonfixer",0.00356047754791106,-29.7139537792561,2.18308931096321,3.96401424604223,2.49878315486543,1.63525580105487,4.03775327056234,2.59976273218499,47.3797564776233
"34","sg","no_additions","nonfixer",0.00267508049015083,-29.6396583686894,2.37357782170868,4.28757726688895,2.69541563812722,1.70274872340336,3.92151258061921,2.58091338038607,46.3866537890204
"35","sg","no_additions","nonfixer",0.000737513266638349,-29.4770732876687,2.7904351984542,5.03992907602603,3.15169611372456,1.86032492767319,3.67867753918429,2.5401396268648,44.2854047632643
"36","sg","plus_water_nutrients","nonfixer",0.00352957154899553,-29.6201217850448,-0.766819702084022,6.53790911518049,4.05645016237465,2.45109279912519,3.88236923223317,1.28538244187835,40.4129821500476
"37","sg","plus_water_nutrients","nonfixer",0.0040666898737845,-29.6651924413265,-0.882377878934052,6.29310642420899,3.90871481257388,2.39168612225819,3.95178025317804,1.29106920424313,40.9356663449369
"38","sg","plus_water_nutrients","nonfixer",0.00304910283502784,-29.5798047091569,-0.663449390446637,6.76085060098058,4.19092602137743,2.50548315223504,3.82131267181348,1.28031668787455,39.9510828961604
"39","sg","plus_water_nutrients","nonfixer",0.00241175552996431,-29.5263236417778,-0.526327476718673,7.06235255747635,4.37269347320635,2.57949945422528,3.7417995744145,1.27362769986791,39.3465043317533
"40","sg","plus_water","nonfixer",0.00176162851321742,-29.6008370484031,2.4635438953771,5.14219048355435,3.20378334363493,1.87172575542433,4.16140286559189,1.3292260583375,49.8552455225235
"41","sg","plus_water","nonfixer",0.0030735263766577,-29.7109209814042,2.18129598403993,4.62078968472719,2.88830246085745,1.76285363723196,4.3454716887725,1.34363546495744,51.4448878661471
"42","sg","plus_water","nonfixer",0.00132699169284218,-29.5643658169548,2.55705371665194,5.32107790085805,3.3119087081668,1.90925843252644,4.10215616356002,1.32448632700542,49.3394990126546
"43","sg","plus_nutrients","nonfixer",0.00257311127263071,-29.2122408207028,0.124332374896518,6.64959093097218,4.00397321410094,2.40909203831601,3.9349765226393,2.50462005741706,37.9307969267928
"44","sg","plus_nutrients","nonfixer",0.00497221943601253,-29.4135547108159,-0.391823102642537,5.58292311474215,3.36963242830675,2.15903118039364,4.2590927543203,2.5544952002277,40.1716866830328
"45","sg","plus_nutrients","nonfixer",0.00374887260785548,-29.3109012695527,-0.128626479863677,6.11519131772043,3.6862623791419,2.28311697738317,4.09061601354834,2.52894013080734,39.0129505162793
"46","sg","plus_nutrients","nonfixer",0.00257311127263071,-29.2122408207028,0.124332374896518,6.64959093097218,4.00397321410094,2.40909203831601,3.9349765226393,2.50462005741706,37.9307969267928
"47","sm","no_additions","nonfixer",0.00187572367354729,-30.5292451542543,3.55244377249368,7.32032933435157,4.64079770578708,2.70828242244179,5.71033133665824,2.63512296497252,74.3230402261583
"48","sm","no_additions","nonfixer",0.000858136634790627,-30.4438574220847,3.7713722609811,7.82414778605689,4.94786289997792,2.83714318437211,5.52180538871746,2.61317665665615,72.5354246380104
"49","sm","no_additions","nonfixer",0.00097359178956795,-30.4535454914668,3.74653269290409,7.76614149075719,4.91252868413903,2.82221962938482,5.54287855475812,2.61565745794862,72.7360650795112
"50","sm","no_additions","nonfixer",0.000220789329727095,-30.3903763547057,3.90849417470906,8.14824421460808,5.14519719769163,2.92095729684648,5.40690878448776,2.59952416936051,71.437748186779
